AÑO,Mes,Tipo de Estado,Categoria,DESCRIPCION,VALOR
2020,12,Estado de Situación Financiera,PASIVOS,BIENES Y SERVICIOS,1601724
2020,12,Estado de Situación Financiera,PASIVOS,DECUENTOS DE NOMINA,60429493
2020,12,Estado de Situación Financiera,PASIVOS,APORTES A FONDOS PENSIONALES,2949123
2020,12,Estado de Situación Financiera,PASIVOS,APORTES EN SEGURIDAD SOCIAL EN SALUD,2623231
2020,12,Estado de Situación Financiera,PASIVOS,SINDICATOS,183710
2020,12,Estado de Situación Financiera,PASIVOS,FONDOS DE EMPLEADOS,1971597
2020,12,Estado de Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,52701832
2020,12,Estado de Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",129205733.33
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION HONORARIOS,26093929
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION SERVICIOS,32029443
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,1089800
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,48152
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION COMPRAS,892217
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,41462306
2020,12,Estado de Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,18333277
2020,12,Estado de Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,9256609.33
2020,12,Estado de Situación Financiera,PASIVOS,IMPUESTOS CONTRIBUCIONES Y TASAS POR PAG,307453792.55
2020,12,Estado de Situación Financiera,PASIVOS,OTROS IMPUESTOS DEPARTAMENTALES,307453792.55
2020,12,Estado de Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,576902100.05
2020,12,Estado de Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,509629307.21
2020,12,Estado de Situación Financiera,PASIVOS,SEGUROS,1389436
2020,12,Estado de Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,65883356.84
2020,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,7123472232.54
2020,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,501113236.54
2020,12,Estado de Situación Financiera,PASIVOS,NOMINA POR PAGAR,7915289.54
2020,12,Estado de Situación Financiera,PASIVOS,CESANTIAS,181192141
2020,12,Estado de Situación Financiera,PASIVOS,INTERESES SOBRE CESANTIAS,20423288
2020,12,Estado de Situación Financiera,PASIVOS,VACACIONES,173373390
2020,12,Estado de Situación Financiera,PASIVOS,PRIMA DE VACACIONES,118209128
2020,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,673214051
2020,12,Estado de Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,673214051
2020,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,5949144945
2020,12,Estado de Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,5949144945
2020,12,Estado de Situación Financiera,PASIVOS,OTROS PASIVOS,9638288747.84
2020,12,Estado de Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,9638288747.84
2020,12,Estado de Situación Financiera,PASIVOS,EN ADMINISTRACION,9638288747.84
2020,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO,144756778315.95
2020,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,144756778315.95
2020,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,85766589250.29
2020,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,85766589250.29
2020,12,Estado de Situación Financiera,PATRIMONIO,RESERVAS,26450689930.38
2020,12,Estado de Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,5377078936.53
2020,12,Estado de Situación Financiera,PATRIMONIO,OTRAS RESERVAS,21073610993.85
2020,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA DE EJERC. ANTERIO.,30180978020.72
2020,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERC. ANTERIO.,30180978020.72
2020,12,Estado de Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,1078191729.29
2020,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,1465712737.95
2020,12,Estado de Situación Financiera,PATRIMONIO,PERDIDA DEL EJERCICIO,-387521008.66
2020,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN SOCIEDADES PUBLICAS,1106029840.51
2020,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,4040045507.77
2020,12,Estado de Situación Financiera,PATRIMONIO,AJUSTES NICSP INVERSIONES,-5146075348.28
2020,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),112485557.58
2020,12,Estado de Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,112485557.58
2020,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,1167843827.69
2020,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,4177907854.29
2020,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2021,12,Estado de Situación Financiera,ACTIVOS,ACTIVOS,409547072870.38
2021,12,Estado de Situación Financiera,ACTIVOS,EFECTIVO Y EQUIVALENTES AL EFECTIVO,156596575133.41
2021,12,Estado de Situación Financiera,ACTIVOS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,156596575133.41
2021,12,Estado de Situación Financiera,ACTIVOS,CUENTA CORRIENTE,300091959.1
2021,12,Estado de Situación Financiera,ACTIVOS,CUENTA DE AHORRO,156296483174.31
2021,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES E INSTRUMENTOS DERIVADOS,53882339919.84
2021,12,Estado de Situación Financiera,ACTIVOS,INVERSION DE ADMON DE LIQUIDEZ A VALOR DE MERCADO,466705600
2021,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,466705600
2021,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,13131133409.88
2021,12,Estado de Situación Financiera,ACTIVOS,ACCIONES ORDINARIAS,13131133409.88
2021,12,Estado de Situación Financiera,ACTIVOS,INVER EN ASOC. CONTAB POR EL METODO DE PART PATRIM,41117197977.53
2021,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,8990361818.55
2021,12,Estado de Situación Financiera,ACTIVOS,EMPRESAS INDUS. Y COMERC. DEL ESTADO - SOCIETARIAS,32126836158.98
2021,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA PROTECCION DE INVERSIONES,832697067.57
2021,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,832697067.57
2021,12,Estado de Situación Financiera,ACTIVOS,CUENTAS POR COBRAR,150925058
2021,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,150925058
2021,12,Estado de Situación Financiera,ACTIVOS,DIVIDENDOS Y PARTICIPACIONES POR COBRAR,23002102
2021,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,127922956
2021,12,Estado de Situación Financiera,ACTIVOS,DEUDORES,180383840716.89
2021,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,187835406881.77
2021,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS DE FOMENTO Y DSLLO REGIONAL,187691786014.1
2021,12,Estado de Situación Financiera,ACTIVOS,CREDITOS A EMPLEADOS,76864731.82
2021,12,Estado de Situación Financiera,ACTIVOS,OTROS PRESTAMOS CONCEDIDOS,66756135.85
2021,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA DEUDORES (CR),7451566164.88
2021,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,7451566164.88
2021,12,Estado de Situación Financiera,ACTIVOS,INVENTARIOS,36297675.99
2021,12,Estado de Situación Financiera,ACTIVOS,MATERIALES Y SUMINISTROS,36297675.99
2021,12,Estado de Situación Financiera,ACTIVOS,ELEMENTOS Y ACCESORIOS DE ASEO,19794872
2021,12,Estado de Situación Financiera,ACTIVOS,OTROS MATERIALES Y SUMINISTROS,16502803.99
2021,12,Estado de Situación Financiera,ACTIVOS,"PROPIEDADES, PLANTA  Y EQUIPO",4147319052.91
2021,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,1370658107.66
2021,12,Estado de Situación Financiera,ACTIVOS,URBANOS,1370658107.66
2021,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1728332425.32
2021,12,Estado de Situación Financiera,ACTIVOS,OFICINAS,1728332425.32
2021,12,Estado de Situación Financiera,ACTIVOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",1580577234.72
2021,12,Estado de Situación Financiera,ACTIVOS,MUEBLES Y ENSERES,1292735557
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS Y MAQUINAS DE OFICINA,287841677.72
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,2371099792.95
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION,91425400
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMPUTACION,2279674392.95
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS DE TRANSPORTE,174274733
2021,12,Estado de Situación Financiera,ACTIVOS,TERRESTRE,174274733
2021,12,Estado de Situación Financiera,ACTIVOS,BIENES DE ARTE Y CULTURA,14930239.5
2021,12,Estado de Situación Financiera,ACTIVOS,OBRAS DE ARTE,14930239.5
2021,12,Estado de Situación Financiera,ACTIVOS,DEPRECIACION ACUMULADA,3092553480.24
2021,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,576972810.34
2021,12,Estado de Situación Financiera,ACTIVOS,MUEBLES ENSERES Y EQUIPOS DE OFICINA,933343309.73
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,1407962627.17
2021,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE TRANSPORTE,174274733
2021,12,Estado de Situación Financiera,ACTIVOS,OTROS ACTIVOS,14349775313.34
2021,12,Estado de Situación Financiera,ACTIVOS,BIENES Y SERVICIOS PAGADOS POR ANTICIP.,210807161
2021,12,Estado de Situación Financiera,ACTIVOS,SEGUROS,210807161
2021,12,Estado de Situación Financiera,ACTIVOS,PROPIEDADES DE INVERSION,13732515966
2021,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,12217632112
2021,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1514883854
2021,12,Estado de Situación Financiera,ACTIVOS,INTANGIBLES,2402730342.1
2021,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,629646445.48
2021,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1773083896.62
2021,12,Estado de Situación Financiera,ACTIVOS,AMORTIZACION ACUMULADA INTANGIBLE,1996278155.76
2021,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,573096114
2021,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1423182041.76
2021,12,Estado de Situación Financiera,PASIVOS,PASIVOS,259690460506.82
2021,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE INSTITUCIONES FINANCIERAS,246181693279.52
2021,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE CAPTACION Y SERV.FCIE,246181693279.52
2021,12,Estado de Situación Financiera,PASIVOS,CERTIFICADOS DE DEPOSITOS A TERMINO,30220010172.25
2021,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS DE AHORROS,214286291272.11
2021,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS ESPECIALES,1675391835.16
2021,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES FINANCIERAS,672356221
2021,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE FINANC. INTERNAS LARGO PLAZO,672356221
2021,12,Estado de Situación Financiera,PASIVOS,PRESTAMO DE BANCA DE FOMENTO,672356221
2021,12,Estado de Situación Financiera,PASIVOS,CUENTAS POR PAGAR,1495258964.77
2021,12,Estado de Situación Financiera,PASIVOS,ADQUISICION DE BIENES Y SERVICIOS NALES,242807198
2021,12,Estado de Situación Financiera,PASIVOS,BIENES Y SERVICIOS,242807198
2021,12,Estado de Situación Financiera,PASIVOS,DECUENTOS DE NOMINA,285516591.77
2021,12,Estado de Situación Financiera,PASIVOS,APORTES A FONDOS PENSIONALES,2949123
2021,12,Estado de Situación Financiera,PASIVOS,APORTES EN SEGURIDAD SOCIAL EN SALUD,2383418
2021,12,Estado de Situación Financiera,PASIVOS,SINDICATOS,120098
2021,12,Estado de Situación Financiera,PASIVOS,FONDOS DE EMPLEADOS,1599016
2021,12,Estado de Situación Financiera,PASIVOS,LIBRANZAS,2519039
2021,12,Estado de Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,275945897.77
2021,12,Estado de Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",141993843.54
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION HONORARIOS,28656570
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION SERVICIOS,5799335
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,2466852
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,83509
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION COMPRAS,34561398
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,23959977
2021,12,Estado de Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,35186623
2021,12,Estado de Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,11279579.54
2021,12,Estado de Situación Financiera,PASIVOS,IMPUESTOS CONTRIBUCIONES Y TASAS POR PAG,253761100.41
2021,12,Estado de Situación Financiera,PASIVOS,OTROS IMPUESTOS DEPARTAMENTALES,253761100.41
2021,12,Estado de Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,571180231.05
2021,12,Estado de Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,503463187.21
2021,12,Estado de Situación Financiera,PASIVOS,SEGUROS,1389436
2021,12,Estado de Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,66327607.84
2021,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,1377174691.51
2021,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,471015139.11
2021,12,Estado de Situación Financiera,PASIVOS,NOMINA POR PAGAR,9780460.11
2021,12,Estado de Situación Financiera,PASIVOS,CESANTIAS,176803549
2021,12,Estado de Situación Financiera,PASIVOS,INTERESES SOBRE CESANTIAS,22216454
2021,12,Estado de Situación Financiera,PASIVOS,VACACIONES,155767664
2021,12,Estado de Situación Financiera,PASIVOS,PRIMA DE VACACIONES,106447012
2021,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,696103182
2021,12,Estado de Situación Financiera,PASIVOS,OTROS BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,696103182
2021,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS POSEMPLEO - PENSIONES,210056370.4
2021,12,Estado de Situación Financiera,PASIVOS,CALCULO ACTUARIAL DE FUTURAS PENSIONES,210056370.4
2021,12,Estado de Situación Financiera,PASIVOS,OTROS PASIVOS,9963977350.02
2021,12,Estado de Situación Financiera,PASIVOS,RECURSOS RECIBIDOS EN ADMINISTRACION,9291134755.81
2021,12,Estado de Situación Financiera,PASIVOS,EN ADMINISTRACION,9291134755.81
2021,12,Estado de Situación Financiera,PASIVOS,INGRESOS RECIBIDOS POR ANTICIPADO,672842594.21
2021,12,Estado de Situación Financiera,PASIVOS,INTERESES,672842594.21
2021,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO,149856612363.56
2021,12,Estado de Situación Financiera,PATRIMONIO,PATRIMONIO INSTITUCIONAL,149856612363.56
2021,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2021,12,Estado de Situación Financiera,PATRIMONIO,CAPITAL FISCAL,86186682013.67
2021,12,Estado de Situación Financiera,PATRIMONIO,RESERVAS,26665197480.81
2021,12,Estado de Situación Financiera,PATRIMONIO,FONDOS PATRIMONIALES,4030337083
2021,12,Estado de Situación Financiera,PATRIMONIO,OTRAS RESERVAS,22634860397.81
2021,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA DE EJERC. ANTERIO.,31805447786.65
2021,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O PERDIDA EJERC. ANTERIO.,31805447786.65
2021,12,Estado de Situación Financiera,PATRIMONIO,RESULTADOS DEL EJERCICIO,82398454.57
2021,12,Estado de Situación Financiera,PATRIMONIO,UTILIDAD O EXCEDENTE DEL EJERCICIO,2161427431.99
2021,12,Estado de Situación Financiera,PATRIMONIO,PERDIDA DEL EJERCICIO,-2079028977.42
2021,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN SOCIEDADES PUBLICAS,1106029840.51
2021,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,4040045507.77
2021,12,Estado de Situación Financiera,PATRIMONIO,AJUSTES NICSP INVERSIONES,-5146075348.28
2021,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD INVER DE ADMIN LIQUID VAL RAZ CON (ORI),78982257.58
2021,12,Estado de Situación Financiera,PATRIMONIO,ENTIDADES PRIVADAS,78982257.58
2021,12,Estado de Situación Financiera,PATRIMONIO,GAN O PÉRD APLIC MÉTOD PART PATR INVER ASOCIADAS,5037904370.28
2021,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EMP INDUS Y COMERC DEL EST SOCIETARIAS,8047968396.88
2021,12,Estado de Situación Financiera,PATRIMONIO,INVERSIONES EN ENTIDADES PRIVADAS,-3010064026.6
2022,12,Estado de Situación Financiera,ACTIVOS,ACTIVOS,442657047775.76
2022,12,Estado de Situación Financiera,ACTIVOS,EFECTIVO Y EQUIVALENTES AL EFECTIVO,116794887266.8
2022,12,Estado de Situación Financiera,ACTIVOS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,116794887266.8
2022,12,Estado de Situación Financiera,ACTIVOS,CUENTA CORRIENTE,204835219.95
2022,12,Estado de Situación Financiera,ACTIVOS,CUENTA DE AHORRO,116590052046.85
2022,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES E INSTRUMENTOS DERIVADOS,53641396064.46
2022,12,Estado de Situación Financiera,ACTIVOS,INVERSION DE ADMON DE LIQUIDEZ A VALOR DE MERCADO,492016160
2022,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,492016160
2022,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,13131133409.88
2022,12,Estado de Situación Financiera,ACTIVOS,ACCIONES ORDINARIAS,13131133409.88
2022,12,Estado de Situación Financiera,ACTIVOS,INVER EN ASOC. CONTAB POR EL METODO DE PART PATRIM,40738065379.85
2022,12,Estado de Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,8749709067.01
2022,12,Estado de Situación Financiera,ACTIVOS,EMPRESAS INDUS. Y COMERC. DEL ESTADO - SOCIETARIAS,31988356312.84
2022,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA PROTECCION DE INVERSIONES,719818885.27
2022,12,Estado de Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,719818885.27
2022,12,Estado de Situación Financiera,ACTIVOS,CUENTAS POR COBRAR,39680676
2022,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,39680676
2022,12,Estado de Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,39680676
2022,12,Estado de Situación Financiera,ACTIVOS,DEUDORES,254141572678.33
2022,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,262618661041.94
2022,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS DE FOMENTO Y DSLLO REGIONAL,259532272703.12
2022,12,Estado de Situación Financiera,ACTIVOS,CREDITOS A EMPLEADOS,76864731.82
2022,12,Estado de Situación Financiera,ACTIVOS,OTROS PRESTAMOS CONCEDIDOS,3009523607
2022,12,Estado de Situación Financiera,ACTIVOS,PROVISION PARA DEUDORES (CR),8477088363.61
2022,12,Estado de Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,8477088363.61
2022,12,Estado de Situación Financiera,ACTIVOS,"PROPIEDADES, PLANTA  Y EQUIPO",3829684366.46
2022,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,1370658107.66
2022,12,Estado de Situación Financiera,ACTIVOS,URBANOS,1370658107.66
2022,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1728332425.32
2022,12,Estado de Situación Financiera,ACTIVOS,OFICINAS,1728332425.32
2022,12,Estado de Situación Financiera,ACTIVOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",1580577234.72
2022,12,Estado de Situación Financiera,ACTIVOS,MUEBLES Y ENSERES,1292735557
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS Y MAQUINAS DE OFICINA,287841677.72
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,2371099792.95
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION,91425400
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMPUTACION,2279674392.95
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPOS DE TRANSPORTE,174274733
2022,12,Estado de Situación Financiera,ACTIVOS,TERRESTRE,174274733
2022,12,Estado de Situación Financiera,ACTIVOS,BIENES DE ARTE Y CULTURA,14930239.5
2022,12,Estado de Situación Financiera,ACTIVOS,OBRAS DE ARTE,14930239.5
2022,12,Estado de Situación Financiera,ACTIVOS,DEPRECIACION ACUMULADA,3410188166.69
2022,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,659215369.18
2022,12,Estado de Situación Financiera,ACTIVOS,MUEBLES ENSERES Y EQUIPOS DE OFICINA,1018642386.04
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,1558055678.46
2022,12,Estado de Situación Financiera,ACTIVOS,EQUIPO DE TRANSPORTE,174274733
2022,12,Estado de Situación Financiera,ACTIVOS,OTROS ACTIVOS,14209826723.7
2022,12,Estado de Situación Financiera,ACTIVOS,BIENES Y SERVICIOS PAGADOS POR ANTICIP.,79544972
2022,12,Estado de Situación Financiera,ACTIVOS,SEGUROS,79544972
2022,12,Estado de Situación Financiera,ACTIVOS,PROPIEDADES DE INVERSION,13732515966
2022,12,Estado de Situación Financiera,ACTIVOS,TERRENOS,12217632112
2022,12,Estado de Situación Financiera,ACTIVOS,EDIFICACIONES,1514883854
2022,12,Estado de Situación Financiera,ACTIVOS,INTANGIBLES,2402730342.1
2022,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,629646445.48
2022,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1773083896.62
2022,12,Estado de Situación Financiera,ACTIVOS,AMORTIZACION ACUMULADA INTANGIBLE,2004964556.4
2022,12,Estado de Situación Financiera,ACTIVOS,LICENCIAS,581782514.64
2022,12,Estado de Situación Financiera,ACTIVOS,SOFTWARE,1423182041.76
2022,12,Estado de Situación Financiera,PASIVOS,PASIVOS,275954089543.92
2022,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE INSTITUCIONES FINANCIERAS,262031142443.6
2022,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE CAPTACION Y SERV.FCIE,262031142443.6
2022,12,Estado de Situación Financiera,PASIVOS,CERTIFICADOS DE DEPOSITOS A TERMINO,22627989778.5
2022,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS DE AHORROS,237553583582.94
2022,12,Estado de Situación Financiera,PASIVOS,DEPOSITOS ESPECIALES,1849569082.16
2022,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES FINANCIERAS,383315586
2022,12,Estado de Situación Financiera,PASIVOS,OPERACIONES DE FINANC. INTERNAS LARGO PLAZO,383315586
2022,12,Estado de Situación Financiera,PASIVOS,PRESTAMO DE BANCA DE FOMENTO,383315586
2022,12,Estado de Situación Financiera,PASIVOS,CUENTAS POR PAGAR,1399998103.75
2022,12,Estado de Situación Financiera,PASIVOS,ADQUISICION DE BIENES Y SERVICIOS NALES,256803228
2022,12,Estado de Situación Financiera,PASIVOS,BIENES Y SERVICIOS,256803228
2022,12,Estado de Situación Financiera,PASIVOS,RECURSOS A FAVOR DE TERCEROS,150874997.45
2022,12,Estado de Situación Financiera,PASIVOS,ESTAMPILLAS,150874997.45
2022,12,Estado de Situación Financiera,PASIVOS,DECUENTOS DE NOMINA,26302867.25
2022,12,Estado de Situación Financiera,PASIVOS,APORTES A FONDOS PENSIONALES,2978076
2022,12,Estado de Situación Financiera,PASIVOS,APORTES EN SEGURIDAD SOCIAL EN SALUD,2412371
2022,12,Estado de Situación Financiera,PASIVOS,SINDICATOS,78534
2022,12,Estado de Situación Financiera,PASIVOS,FONDOS DE EMPLEADOS,802455
2022,12,Estado de Situación Financiera,PASIVOS,LIBRANZAS,1723275
2022,12,Estado de Situación Financiera,PASIVOS,OTROS DESCUENTOS DE NOMINA,18308156.25
2022,12,Estado de Situación Financiera,PASIVOS,"RETENCION EN LA FUENTE, IMPTO TIMBRE",190983045
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION HONORARIOS,96059994
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION SERVICIOS,2372335
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION ARRENDAMIENTO,1572018
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION RENDIMIENTOS FINANCIEROS,207494
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION COMPRAS,604939
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION SALARIOS-EMPLEADOS ART. 383 ET,47541263
2022,12,Estado de Situación Financiera,PASIVOS,IMPUESTO A LAS VENTA RETENIDO,36265337
2022,12,Estado de Situación Financiera,PASIVOS,RETENCION DE IMPUESTO DE INDUSTRIA Y COM,6359665
2022,12,Estado de Situación Financiera,PASIVOS,OTRAS CUENTAS POR PAGAR,775033966.05
2022,12,Estado de Situación Financiera,PASIVOS,ESQUEMAS DE PAGO,647770624.21
2022,12,Estado de Situación Financiera,PASIVOS,SEGUROS,1389436
2022,12,Estado de Situación Financiera,PASIVOS,CHEQUES NO COBRADOS O POR RECLAMAR,125873905.84
2022,12,Estado de Situación Financiera,PASIVOS,OBLIGACIONES LABORALES,1265677386.74
2022,12,Estado de Situación Financiera,PASIVOS,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,342163750.34
2022,12,Estado de Situación Financiera,PASIVOS,NOMINA POR PAGAR,4215346.34
2022,12,Estado de Situación Financiera,PASIVOS,VACACIONES,201594129
